work_date,record_id,staff_id,work_type,crop,work_hours,target_qty,actual_qty,is_target_met,achievement_rate,productivity,efficiency_grade,source_file
2024-01-04,AGR-0001,STAFF-01,収穫,キュウリ,3.8,854,565,0,0.6615925058548009,148.6842105263158,高効率,farm_work_styleA.csv
2024-01-18,AGR-0002,STAFF-02,管理作業,トマト,2.2,323,239,0,0.739938080495356,108.63636363636363,高効率,farm_work_styleA.csv
2024-01-20,AGR-0003,STAFF-01,施肥,ホウレンソウ,5.4,559,533,0,0.9534883720930233,98.7037037037037,高効率,farm_work_styleA.csv
2024-01-01,AGR-0004,STAFF-03,管理作業,レタス,4.2,320,376,1,1.175,89.52380952380952,高効率,farm_work_styleA.csv
2024-01-11,AGR-0005,STAFF-02,播種,イチゴ,2.8,967,780,0,0.8066184074457083,278.5714285714286,高効率,farm_work_styleA.csv
2024-01-09,AGR-0006,STAFF-01,管理作業,ホウレンソウ,3.0,487,315,0,0.6468172484599589,105.0,高効率,farm_work_styleA.csv
2024-01-10,AGR-0007,STAFF-10,収穫,ホウレンソウ,3.5,171,107,0,0.6257309941520468,30.571428571428573,低効率,farm_work_styleA.csv
2024-01-08,AGR-0008,STAFF-05,播種,キュウリ,8.9,489,375,0,0.7668711656441718,42.13483146067416,低効率,farm_work_styleA.csv
2024-01-12,AGR-0009,STAFF-03,収穫,レタス,3.7,373,381,1,1.0214477211796247,102.97297297297297,高効率,farm_work_styleA.csv
2024-01-03,AGR-0010,STAFF-10,施肥,ホウレンソウ,7.8,267,234,0,0.8764044943820225,30.0,低効率,farm_work_styleA.csv
2024-01-09,AGR-0011,STAFF-09,施肥,レタス,8.7,894,566,0,0.6331096196868009,65.05747126436782,中効率,farm_work_styleA.csv
2024-01-02,AGR-0012,STAFF-06,管理作業,レタス,2.5,680,766,1,1.1264705882352941,306.4,高効率,farm_work_styleA.csv
2024-01-11,AGR-0013,STAFF-04,管理作業,イチゴ,9.1,758,663,0,0.8746701846965699,72.85714285714286,中効率,farm_work_styleA.csv
2024-01-09,AGR-0014,STAFF-03,施肥,ホウレンソウ,6.3,864,821,0,0.9502314814814815,130.31746031746033,高効率,farm_work_styleA.csv
2024-01-19,AGR-0015,STAFF-07,収穫,キュウリ,10.0,241,218,0,0.9045643153526971,21.8,低効率,farm_work_styleA.csv
2024-01-03,AGR-0016,STAFF-01,播種,キュウリ,7.0,911,919,1,1.008781558726674,131.28571428571428,高効率,farm_work_styleA.csv
2024-01-20,AGR-0017,STAFF-02,管理作業,イチゴ,6.8,579,531,0,0.917098445595855,78.08823529411765,中効率,farm_work_styleA.csv
2024-01-18,AGR-0018,STAFF-01,播種,ホウレンソウ,8.0,887,873,0,0.9842164599774521,109.125,高効率,farm_work_styleA.csv
2024-01-04,AGR-0019,STAFF-05,管理作業,キュウリ,5.6,839,944,1,1.1251489868891538,168.57142857142858,高効率,farm_work_styleA.csv
2024-01-09,AGR-0020,STAFF-09,施肥,ホウレンソウ,9.3,991,966,0,0.9747729566094854,103.87096774193547,高効率,farm_work_styleA.csv
2024-01-17,AGR-0021,STAFF-10,施肥,キュウリ,5.0,265,245,0,0.9245283018867925,49.0,低効率,farm_work_styleA.csv
2024-01-17,AGR-0022,STAFF-01,収穫,イチゴ,2.2,471,531,1,1.127388535031847,241.36363636363635,高効率,farm_work_styleA.csv
2024-01-10,AGR-0023,STAFF-04,播種,キュウリ,9.0,180,117,0,0.65,13.0,低効率,farm_work_styleA.csv
2024-01-16,AGR-0024,STAFF-02,施肥,キュウリ,7.3,662,463,0,0.6993957703927492,63.42465753424658,中効率,farm_work_styleA.csv
2024-01-17,AGR-0025,STAFF-10,管理作業,キュウリ,9.4,873,906,1,1.0378006872852235,96.38297872340425,高効率,farm_work_styleA.csv
2024-01-07,AGR-0026,STAFF-05,管理作業,レタス,5.5,629,548,0,0.8712241653418124,99.63636363636364,高効率,farm_work_styleA.csv
2024-01-08,AGR-0027,STAFF-04,播種,レタス,2.2,667,492,0,0.7376311844077961,223.63636363636363,高効率,farm_work_styleA.csv
2024-01-08,AGR-0028,STAFF-01,播種,トマト,3.8,132,147,1,1.1136363636363635,38.684210526315795,低効率,farm_work_styleA.csv
2024-01-03,AGR-0029,STAFF-09,施肥,レタス,7.4,319,295,0,0.9247648902821317,39.86486486486486,低効率,farm_work_styleA.csv
2024-01-19,AGR-0030,STAFF-10,管理作業,キュウリ,8.3,926,782,0,0.8444924406047516,94.2168674698795,高効率,farm_work_styleA.csv
2024-01-04,AGR-0031,STAFF-02,管理作業,レタス,5.4,578,646,1,1.1176470588235294,119.62962962962962,高効率,farm_work_styleA.csv
2024-01-02,AGR-0032,STAFF-02,播種,イチゴ,7.8,919,1027,1,1.117519042437432,131.66666666666666,高効率,farm_work_styleA.csv
2024-01-08,AGR-0033,STAFF-04,施肥,ホウレンソウ,5.6,532,378,0,0.7105263157894737,67.5,中効率,farm_work_styleA.csv
2024-01-15,AGR-0034,STAFF-04,播種,イチゴ,8.5,976,908,0,0.930327868852459,106.82352941176471,高効率,farm_work_styleA.csv
2024-01-02,AGR-0035,STAFF-09,播種,トマト,9.4,969,719,0,0.7420020639834881,76.48936170212765,中効率,farm_work_styleA.csv
2024-01-14,AGR-0036,STAFF-08,管理作業,キュウリ,8.9,160,112,0,0.7,12.584269662921347,低効率,farm_work_styleA.csv
2024-01-01,AGR-0037,STAFF-07,収穫,イチゴ,4.3,813,955,1,1.1746617466174663,222.09302325581396,高効率,farm_work_styleA.csv
2024-01-18,AGR-0038,STAFF-08,施肥,キュウリ,4.4,159,151,0,0.949685534591195,34.31818181818181,低効率,farm_work_styleA.csv
2024-01-18,AGR-0039,STAFF-01,収穫,トマト,2.4,588,530,0,0.9013605442176871,220.83333333333334,高効率,farm_work_styleA.csv
2024-01-17,AGR-0040,STAFF-03,播種,ホウレンソウ,2.6,290,186,0,0.6413793103448275,71.53846153846153,中効率,farm_work_styleA.csv
2024-01-03,AGR-0041,STAFF-04,管理作業,トマト,9.5,683,511,0,0.7481698389458272,53.78947368421053,中効率,farm_work_styleA.csv
2024-01-20,AGR-0042,STAFF-01,播種,イチゴ,7.3,678,619,0,0.9129793510324484,84.79452054794521,高効率,farm_work_styleA.csv
2024-01-09,AGR-0043,STAFF-04,収穫,キュウリ,4.1,234,235,1,1.0042735042735043,57.31707317073171,中効率,farm_work_styleA.csv
2024-01-10,AGR-0044,STAFF-08,収穫,トマト,2.1,736,883,1,1.1997282608695652,420.4761904761905,高効率,farm_work_styleA.csv
2024-01-04,AGR-0045,STAFF-02,施肥,ホウレンソウ,4.1,457,516,1,1.1291028446389497,125.85365853658537,高効率,farm_work_styleA.csv
2024-01-08,AGR-0046,STAFF-06,収穫,キュウリ,5.5,656,671,1,1.0228658536585367,122.0,高効率,farm_work_styleA.csv
2024-01-20,AGR-0047,STAFF-09,播種,ホウレンソウ,4.4,779,516,0,0.6623876765083441,117.27272727272727,高効率,farm_work_styleA.csv
2024-01-05,AGR-0048,STAFF-05,播種,トマト,7.9,259,198,0,0.7644787644787645,25.063291139240505,低効率,farm_work_styleA.csv
2024-01-20,AGR-0049,STAFF-04,収穫,キュウリ,7.5,973,738,0,0.7584789311408017,98.4,高効率,farm_work_styleA.csv
2024-01-16,AGR-0050,STAFF-05,播種,トマト,7.1,949,727,0,0.7660695468914647,102.3943661971831,高効率,farm_work_styleA.csv
2024-01-01,AGR-0051,STAFF-06,施肥,レタス,3.3,552,514,0,0.9311594202898551,155.75757575757578,高効率,farm_work_styleA.csv
2024-01-14,AGR-0052,STAFF-09,播種,トマト,2.6,807,922,1,1.1425030978934325,354.6153846153846,高効率,farm_work_styleA.csv
2024-01-18,AGR-0053,STAFF-01,収穫,ホウレンソウ,6.4,540,365,0,0.6759259259259259,57.03125,中効率,farm_work_styleA.csv
2024-01-10,AGR-0054,STAFF-06,播種,レタス,3.7,355,355,1,1.0,95.94594594594594,高効率,farm_work_styleA.csv
2024-01-12,AGR-0055,STAFF-09,管理作業,ホウレンソウ,8.0,342,383,1,1.1198830409356726,47.875,低効率,farm_work_styleA.csv
2024-01-06,AGR-0056,STAFF-07,播種,キュウリ,7.9,440,471,1,1.0704545454545455,59.62025316455696,中効率,farm_work_styleA.csv
2024-01-14,AGR-0057,STAFF-04,収穫,キュウリ,8.3,210,174,0,0.8285714285714286,20.963855421686745,低効率,farm_work_styleA.csv
2024-01-02,AGR-0058,STAFF-08,施肥,キュウリ,8.5,571,462,0,0.809106830122592,54.35294117647059,中効率,farm_work_styleA.csv
2024-01-08,AGR-0059,STAFF-04,播種,キュウリ,5.2,385,431,1,1.1194805194805195,82.88461538461539,高効率,farm_work_styleA.csv
2024-01-09,AGR-0060,STAFF-06,管理作業,ホウレンソウ,4.6,128,86,0,0.671875,18.695652173913047,低効率,farm_work_styleA.csv
2024-01-09,AGR-0061,STAFF-03,収穫,トマト,2.9,544,439,0,0.8069852941176471,151.3793103448276,高効率,farm_work_styleA.csv
2024-01-11,AGR-0062,STAFF-07,播種,イチゴ,9.2,294,221,0,0.7517006802721088,24.021739130434785,低効率,farm_work_styleA.csv
2024-01-14,AGR-0063,STAFF-01,施肥,レタス,5.5,780,899,1,1.1525641025641025,163.45454545454547,高効率,farm_work_styleA.csv
2024-01-20,AGR-0064,STAFF-06,播種,レタス,6.1,782,661,0,0.8452685421994884,108.36065573770493,高効率,farm_work_styleA.csv
2024-01-13,AGR-0065,STAFF-05,施肥,キュウリ,5.4,488,491,1,1.0061475409836065,90.92592592592592,高効率,farm_work_styleA.csv
2024-01-06,AGR-0066,STAFF-10,収穫,イチゴ,6.4,100,78,0,0.78,12.1875,低効率,farm_work_styleA.csv
2024-01-07,AGR-0067,STAFF-07,収穫,イチゴ,5.5,791,576,0,0.7281921618204804,104.72727272727273,高効率,farm_work_styleA.csv
2024-01-16,AGR-0068,STAFF-03,播種,レタス,6.1,748,727,0,0.9719251336898396,119.18032786885247,高効率,farm_work_styleA.csv
2024-01-03,AGR-0069,STAFF-04,収穫,キュウリ,8.5,250,154,0,0.616,18.11764705882353,低効率,farm_work_styleA.csv
2024-01-08,AGR-0070,STAFF-08,播種,イチゴ,5.3,744,703,0,0.9448924731182796,132.64150943396226,高効率,farm_work_styleA.csv
2024-01-13,AGR-0071,STAFF-08,管理作業,キュウリ,3.2,804,485,0,0.6032338308457711,151.5625,高効率,farm_work_styleA.csv
2024-01-04,AGR-0072,STAFF-07,施肥,キュウリ,8.4,812,740,0,0.9113300492610837,88.09523809523809,高効率,farm_work_styleA.csv
2024-01-02,AGR-0073,STAFF-09,施肥,トマト,5.7,920,808,0,0.8782608695652174,141.75438596491227,高効率,farm_work_styleA.csv
2024-01-17,AGR-0074,STAFF-09,収穫,イチゴ,6.9,836,949,1,1.1351674641148326,137.53623188405797,高効率,farm_work_styleA.csv
2024-01-14,AGR-0075,STAFF-09,管理作業,キュウリ,7.9,586,510,0,0.8703071672354948,64.55696202531645,中効率,farm_work_styleA.csv
2024-01-08,AGR-0076,STAFF-05,管理作業,キュウリ,4.2,179,184,1,1.0279329608938548,43.80952380952381,低効率,farm_work_styleA.csv
2024-01-08,AGR-0077,STAFF-05,収穫,レタス,9.1,182,124,0,0.6813186813186813,13.626373626373628,低効率,farm_work_styleA.csv
2024-01-08,AGR-0078,STAFF-07,施肥,キュウリ,2.5,517,413,0,0.7988394584139265,165.2,高効率,farm_work_styleA.csv
2024-01-15,AGR-0079,STAFF-07,播種,キュウリ,8.7,498,569,1,1.142570281124498,65.40229885057472,中効率,farm_work_styleA.csv
2024-01-19,AGR-0080,STAFF-01,管理作業,イチゴ,2.0,460,358,0,0.7782608695652173,179.0,高効率,farm_work_styleA.csv
2024-01-13,AGR-0081,STAFF-07,施肥,イチゴ,3.8,546,487,0,0.891941391941392,128.1578947368421,高効率,farm_work_styleA.csv
2024-01-13,AGR-0082,STAFF-06,管理作業,キュウリ,8.7,230,273,1,1.1869565217391305,31.379310344827587,低効率,farm_work_styleA.csv
2024-01-18,AGR-0083,STAFF-01,管理作業,ホウレンソウ,6.5,127,83,0,0.6535433070866141,12.76923076923077,低効率,farm_work_styleA.csv
2024-01-14,AGR-0084,STAFF-03,管理作業,キュウリ,2.4,488,389,0,0.7971311475409836,162.08333333333334,高効率,farm_work_styleA.csv
2024-01-15,AGR-0085,STAFF-06,収穫,イチゴ,4.2,951,811,0,0.8527865404837014,193.09523809523807,高効率,farm_work_styleA.csv
2024-01-03,AGR-0086,STAFF-08,播種,ホウレンソウ,2.4,458,336,0,0.7336244541484717,140.0,高効率,farm_work_styleA.csv
2024-01-03,AGR-0087,STAFF-01,播種,キュウリ,3.6,120,117,0,0.975,32.5,低効率,farm_work_styleA.csv
2024-01-08,AGR-0088,STAFF-03,管理作業,トマト,6.5,323,284,0,0.8792569659442725,43.69230769230769,低効率,farm_work_styleA.csv
2024-01-09,AGR-0089,STAFF-06,施肥,ホウレンソウ,6.9,865,892,1,1.0312138728323699,129.27536231884056,高効率,farm_work_styleA.csv
2024-01-06,AGR-0090,STAFF-05,播種,ホウレンソウ,2.2,419,396,0,0.9451073985680191,179.99999999999997,高効率,farm_work_styleA.csv
2024-01-13,AGR-0091,STAFF-07,施肥,トマト,6.7,950,928,0,0.9768421052631578,138.50746268656715,高効率,farm_work_styleA.csv
2024-01-04,AGR-0092,STAFF-05,播種,ホウレンソウ,8.3,455,418,0,0.9186813186813186,50.361445783132524,中効率,farm_work_styleA.csv
2024-01-12,AGR-0093,STAFF-02,収穫,トマト,8.8,942,842,0,0.8938428874734607,95.68181818181817,高効率,farm_work_styleA.csv
2024-01-14,AGR-0094,STAFF-06,管理作業,キュウリ,5.5,851,777,0,0.9130434782608695,141.27272727272728,高効率,farm_work_styleA.csv
2024-01-09,AGR-0095,STAFF-10,管理作業,イチゴ,5.5,848,810,0,0.9551886792452831,147.27272727272728,高効率,farm_work_styleA.csv
2024-01-11,AGR-0096,STAFF-04,播種,レタス,9.1,349,367,1,1.0515759312320916,40.32967032967033,低効率,farm_work_styleA.csv
2024-01-19,AGR-0097,STAFF-10,管理作業,レタス,2.2,971,772,0,0.7950566426364573,350.9090909090909,高効率,farm_work_styleA.csv
2024-01-16,AGR-0098,STAFF-04,収穫,レタス,4.7,710,725,1,1.0211267605633803,154.25531914893617,高効率,farm_work_styleA.csv
2024-01-09,AGR-0099,STAFF-09,播種,ホウレンソウ,9.6,187,139,0,0.7433155080213903,14.479166666666668,低効率,farm_work_styleA.csv
2024-01-14,AGR-0100,STAFF-08,施肥,イチゴ,7.2,602,523,0,0.8687707641196013,72.63888888888889,中効率,farm_work_styleA.csv
2024-01-01,AGR-0101,STAFF-02,収穫,キュウリ,5.2,349,274,0,0.7851002865329513,52.69230769230769,中効率,farm_work_styleA.csv
2024-01-19,AGR-0102,STAFF-06,管理作業,ホウレンソウ,6.2,535,641,1,1.1981308411214953,103.38709677419355,高効率,farm_work_styleA.csv
2024-01-18,AGR-0103,STAFF-06,収穫,イチゴ,4.2,357,264,0,0.7394957983193278,62.857142857142854,中効率,farm_work_styleA.csv
2024-01-07,AGR-0104,STAFF-06,播種,ホウレンソウ,9.6,806,573,0,0.7109181141439206,59.6875,中効率,farm_work_styleA.csv
